Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
3,0,400,251,332,225,430,296,404,309,292,131,464,229,384,376,573,231,409,302,498,221,603,209
2,1,400,475,305,454,554,525,530,537,400,428,451,439,329,397,562,663,538,411,378,634,399,423
3,0,400,258,483,349,265,321,399,301,477,181,247,208,501,69,412,187,477,403,395,57,491,205
3,1,430,450,293,159,360,620,225,444,306,406,399,444,417,362,312,587,408,334,472,410,470,350
3,1,390,450,504,491,452,277,440,646,382,486,541,454,397,513,386,388,266,509,233,483,373,458
3,0,400,256,267,309,355,365,221,294,344,159,447,295,605,157,560,152,473,125,201,333,143,117
2,0,377,350,311,367,234,437,298,584,548,475,348,400,280,476,405,316,329,280,363,244,471,161
3,0,400,318,375,313,124,284,427,386,347,173,462,437,455,307,415,203,506,521,428,424,335,314
2,1,400,452,209,462,489,447,366,527,442,426,257,449,438,429,530,560,409,354,576,505,345,505
2,0,377,350,350,455,475,320,372,153,367,508,422,306,352,130,386,469,210,319,277,296,411,270
2,1,400,459,291,385,564,392,469,359,385,431,619,419,488,643,323,581,230,615,385,499,519,354
3,0,400,250,390,295,407,261,336,229,387,57,467,340,409,205,399,120,409,442,366,279,226,143
3,1,449,450,414,447,428,479,431,635,381,172,511,293,351,407,457,544,380,402,504,332,340,500
3,1,359,450,483,594,436,553,432,277,369,578,511,412,507,549,428,424,489,676,314,359,245,321
2,1,400,515,379,364,415,599,260,512,263,641,525,390,376,694,427,567,384,584,456,438,293,364
2,0,384,350,333,306,309,315,594,336,364,485,473,440,304,332,380,325,363,248,182,391,378,495
2,0,391,350,391,542,584,213,213,443,429,261,367,277,505,479,376,158,314,203,396,127,346,345
2,1,400,489,449,581,329,464,476,464,390,553,450,554,595,482,415,288,314,302,616,583,557,265
3,0,400,334,585,364,547,329,409,356,339,314,414,328,415,195,396,358,399,445,493,481,469,318
2,0,398,350,287,531,256,388,440,400,462,532,255,406,424,313,277,218,459,486,528,301,339,303
2,1,400,475,416,535,349,455,324,340,457,435,624,489,202,480,359,523,310,413,507,624,396,525
2,1,400,513,423,397,315,507,277,589,519,505,481,546,461,611,359,479,324,495,293,535,464,426
3,1,441,450,283,376,283,434,632,472,441,685,409,407,333,509,382,350,549,303,166,312,469,246
3,1,403,450,410,381,430,638,237,436,167,616,474,299,306,360,401,618,360,351,421,372,500,478
3,0,400,268,396,396,462,367,383,247,521,166,271,111,393,156,341,320,437,319,329,405,284,47
2,1,400,497,433,444,454,482,212,485,372,401,363,304,491,590,456,455,339,353,378,660,256,647
3,0,400,313,536,450,490,350,455,260,316,239,456,96,424,385,437,126,373,440,313,336,393,511
2,0,405,350,280,380,436,323,479,307,250,411,437,398,280,470,528,336,513,315,447,320,443,460
3,1,403,450,324,456,380,383,411,499,377,514,445,307,290,551,535,419,469,342,332,628,462,461
2,0,446,350,594,343,259,449,615,203,379,188,339,269,472,392,550,199,489,377,441,341,332,197
3,1,421,450,396,444,459,280,240,481,553,482,264,394,515,486,357,341,351,349,322,423,252,411
2,1,400,481,330,530,379,485,453,370,655,476,351,421,474,458,560,595,610,367,313,541,380,484
2,1,400,495,438,570,414,577,347,531,417,614,465,431,386,488,554,513,287,470,249,509,411,569
3,0,400,269,584,276,375,301,465,407,493,414,427,317,298,226,364,375,560,366,428,536,258,428
2,0,408,350,365,214,498,262,433,406,342,300,396,407,319,209,542,307,440,293,309,505,487,486
2,0,431,350,378,420,519,404,389,354,550,347,328,105,389,351,362,334,561,374,264,468,543,366
3,0,400,285,336,152,356,268,498,296,505,292,297,380,326,365,356,352,373,531,346,312,343,331
3,1,384,450,449,396,644,478,277,426,470,600,333,311,261,432,429,366,386,377,287,276,199,192
3,0,400,327,328,428,319,153,501,507,328,311,417,328,452,233,615,574,516,466,676,462,449,394
2,0,431,350,353,377,345,261,338,486,354,264,521,370,646,324,399,326,521,396,340,317,432,351
3,1,435,450,329,302,668,504,485,305,405,249,687,530,491,433,445,468,424,438,604,491,461,302
2,1,400,528,325,493,412,592,329,340,337,433,116,590,407,667,354,474,466,465,313,674,497,407
2,1,400,512,187,507,416,380,202,446,292,253,505,735,323,456,353,514,402,536,290,445,213,456
3,0,400,296,478,173,461,246,481,379,364,328,323,252,314,325,384,222,559,374,500,446,432,279
3,0,400,312,558,356,399,271,470,315,444,262,514,95,367,337,464,86,348,381,341,426,566,152
2,1,400,487,364,261,484,397,194,530,290,432,281,525,378,481,328,269,389,352,435,413,317,563
3,0,400,291,517,351,382,360,560,270,322,269,556,207,490,486,388,104,320,272,378,252,490,172
2,1,400,474,540,375,500,607,291,555,385,572,364,409,415,345,371,565,603,511,517,310,335,465
2,1,400,499,228,559,358,473,541,608,307,499,361,494,394,473,488,593,403,575,398,330,497,567
3,0,400,316,273,222,483,257,220,207,416,249,655,290,574,227,337,296,334,358,511,208,314,352
3,0,400,283,294,75,299,307,358,315,265,326,400,217,386,276,480,224,466,353,364,282,303,206
2,0,359,350,524,260,379,249,469,411,329,270,354,406,457,513,385,283,373,433,301,304,503,404
3,0,400,301,272,233,512,489,498,388,296,397,222,372,297,348,533,303,327,331,453,393,493,317
2,0,414,350,526,267,361,290,341,432,431,254,489,119,489,318,433,299,311,417,543,295,462,578
2,0,402,350,273,287,325,344,451,365,350,246,219,243,518,466,381,259,384,332,554,254,385,180
2,1,400,475,372,556,354,371,205,523,351,385,382,455,476,475,381,571,403,549,446,197,355,291
2,0,378,350,455,385,302,421,553,229,360,221,282,348,285,275,284,318,220,435,353,355,313,375
3,1,408,450,510,295,434,522,392,547,724,463,304,321,589,488,321,358,523,273,428,467,516,451
2,1,400,491,349,293,388,492,344,415,386,424,431,374,403,615,534,599,537,489,464,431,529,577
3,0,400,263,390,287,291,65,402,350,338,158,459,314,406,145,359,94,335,356,259,105,516,86
3,0,400,308,576,403,565,282,368,139,464,365,317,139,364,379,477,298,474,284,475,264,525,157
3,0,400,327,314,333,393,249,392,379,475,188,455,249,388,272,298,266,454,525,312,276,288,214
2,1,400,496,274,654,465,376,577,300,233,584,398,530,537,535,364,687,279,552,569,350,460,495
3,1,437,450,454,561,264,411,499,280,264,510,296,546,572,599,489,448,655,355,503,480,387,410
2,1,400,521,304,452,647,485,478,548,498,562,375,489,576,424,428,519,482,605,384,552,438,590
