Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
2,0,350,350,468,520,336,358,367,308,332,395,292,230,374,563,580,490,433,420,361,294,323,567
2,1,400,504,319,456,219,410,497,542,244,653,321,483,295,492,290,459,414,581,289,720,450,432
2,0,368,350,331,371,414,178,142,499,373,230,358,417,375,329,521,219,391,556,240,295,280,437
3,0,400,266,399,242,437,119,277,222,273,183,519,79,411,12,494,216,457,358,459,318,378,179
2,1,400,468,573,600,336,414,375,488,380,334,330,389,364,475,372,512,540,400,368,355,342,339
3,1,408,450,127,515,340,416,571,267,494,278,649,443,402,558,645,468,439,526,535,356,305,408
2,0,397,350,591,423,346,439,355,294,451,563,455,278,509,449,373,335,400,371,368,240,545,348
3,1,409,450,325,511,350,238,520,335,293,518,432,485,414,251,247,503,526,481,422,420,364,483
3,1,387,450,576,525,212,313,338,495,348,344,322,498,351,390,365,403,494,438,376,452,316,453
2,1,400,541,173,485,377,594,367,581,312,535,290,472,470,621,379,547,464,657,474,509,381,632
2,1,400,534,364,614,336,781,358,604,407,610,378,330,475,482,364,424,543,437,258,512,316,615
2,0,350,350,544,454,497,333,344,209,313,351,170,302,289,447,387,279,451,305,298,343,447,262
2,1,400,477,364,782,301,515,295,476,483,408,312,387,276,554,368,565,395,463,514,584,341,596
3,0,400,288,582,470,142,347,390,334,384,199,476,198,471,197,292,459,476,216,401,383,416,168
2,1,400,515,471,591,358,581,454,686,440,377,467,639,584,605,344,307,333,656,537,594,558,462
2,0,417,350,476,326,560,241,466,336,494,252,508,275,381,451,264,342,505,215,279,470,541,250
2,1,400,466,458,477,244,223,296,594,373,448,387,499,412,500,371,412,427,495,426,485,423,477
3,0,400,296,185,241,363,196,389,462,342,249,481,244,389,167,302,303,290,266,368,318,469,240
3,0,400,307,190,341,428,356,410,217,432,358,386,245,486,201,455,268,255,559,424,297,118,431
3,0,400,275,489,221,559,367,319,339,383,219,520,162,359,195,240,282,515,246,299,169,318,291
3,0,400,309,238,208,332,323,335,180,474,182,553,440,483,404,435,363,414,395,565,237,313,193
3,1,403,450,499,224,330,346,513,480,472,369,594,483,230,371,415,386,459,399,543,470,490,301
2,1,400,496,362,479,433,500,472,515,392,459,572,471,391,615,476,452,632,406,210,564,304,452
2,0,397,350,437,459,548,366,453,102,498,586,361,396,290,215,224,365,231,294,475,325,379,299
2,1,400,467,515,394,365,459,470,415,354,601,376,289,276,456,301,322,343,500,560,603,417,429
2,1,400,508,554,323,308,302,253,421,444,651,241,348,267,485,442,576,366,512,427,402,384,377
2,1,400,533,402,710,243,560,374,530,466,522,457,444,622,370,333,447,492,516,478,676,535,586
3,1,437,450,390,589,478,397,344,247,537,290,578,404,509,547,411,393,549,514,415,534,345,321
3,0,400,339,389,297,412,483,430,528,387,467,445,310,559,333,321,473,201,349,376,536,263,270
2,0,428,350,402,245,453,298,464,278,276,401,574,536,542,395,420,399,531,438,423,507,384,248
2,1,400,545,306,251,361,586,415,477,340,372,402,501,372,510,360,685,489,641,299,517,390,479
2,0,358,350,377,293,359,273,367,239,540,260,386,353,220,472,285,298,422,432,406,329,344,350
3,1,411,450,447,480,386,454,332,434,447,601,388,593,279,436,449,506,370,557,325,489,551,400
3,1,381,450,310,510,410,420,399,514,367,500,437,422,336,422,571,591,525,546,468,585,426,328
2,0,413,350,173,426,415,387,263,558,448,284,411,600,386,339,344,292,272,372,365,188,444,179
3,1,351,450,286,466,365,408,360,621,545,495,355,546,307,399,255,471,379,487,444,423,420,654
3,1,355,450,465,528,469,526,526,464,238,443,188,426,378,477,346,470,205,425,363,351,271,298
2,1,400,452,404,359,380,569,435,591,431,430,361,248,559,431,423,345,495,166,385,527,263,495
3,0,400,346,492,239,465,400,507,349,345,552,242,409,212,282,475,487,379,328,357,242,444,386
3,0,400,344,452,330,522,200,444,340,303,569,668,213,326,250,471,505,447,199,472,362,413,310
3,1,448,450,367,420,469,485,524,470,184,327,484,472,530,497,435,458,374,360,310,353,389,169
2,1,400,541,670,598,413,470,499,476,229,516,457,414,290,742,309,567,386,597,364,380,443,487
3,0,400,283,278,438,375,433,363,513,534,306,304,237,441,339,219,234,391,155,450,189,252,329
3,0,400,296,414,250,523,252,421,425,299,175,358,206,319,434,385,213,550,321,350,204,427,180
