Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
0,0,367,350,399,314,323,341,222,407,325,404,384,155,247,461,295,307,323,304,420,322,492,470
0,0,432,350,421,392,415,395,465,422,463,303,213,253,474,404,540,552,483,458,560,211,349,334
1,1,432,450,323,267,438,309,460,319,372,293,352,516,519,486,560,554,442,507,619,339,400,469
0,1,418,450,350,586,401,396,386,315,297,374,377,592,465,510,566,293,240,444,470,384,470,351
0,0,429,350,369,385,450,411,353,395,517,373,244,435,451,223,457,265,465,264,598,331,441,257
1,1,414,450,207,544,453,521,420,531,401,586,294,449,478,485,374,477,490,341,479,460,371,503
1,0,319,350,200,519,326,347,273,415,295,467,161,294,262,242,211,312,170,340,229,504,242,155
0,1,474,450,505,531,510,469,558,424,403,479,463,535,546,503,572,667,577,420,468,564,338,414
0,0,446,350,342,302,610,639,415,350,381,420,538,340,558,483,453,417,386,363,457,395,365,201
1,1,396,450,401,463,346,691,361,425,377,392,574,387,331,500,644,396,331,493,458,525,306,359
1,1,428,450,431,414,423,529,392,361,447,374,412,375,425,307,323,187,553,515,410,465,298,378
1,0,369,350,357,376,491,349,395,221,379,384,499,465,470,333,393,406,282,337,295,377,335,314
0,1,251,450,117,578,160,402,359,394,269,556,102,508,184,468,285,560,135,399,151,374,271,455
1,1,354,450,520,548,490,300,353,677,291,311,273,469,434,568,439,544,477,459,263,563,495,457
1,0,349,350,355,373,276,302,395,203,317,208,388,406,504,445,294,261,282,348,519,414,143,325
0,1,475,450,558,439,485,425,384,596,490,399,628,432,411,468,320,388,304,554,537,459,542,368
1,0,302,350,130,361,261,288,354,398,286,501,378,517,460,237,238,248,366,299,224,424,466,483
0,1,501,450,183,601,591,328,600,393,531,509,473,459,577,466,500,462,579,572,380,216,568,558
1,0,543,350,691,311,508,355,490,280,505,239,288,320,518,479,656,527,533,392,281,449,512,291
1,0,266,350,185,385,401,377,44,277,277,237,174,346,272,62,350,546,377,498,187,338,250,504
1,0,392,350,426,330,567,228,451,383,457,530,484,480,413,363,564,463,502,427,408,350,409,342
1,1,436,450,448,373,331,481,478,445,506,616,279,521,340,530,386,418,521,442,610,527,466,501
0,0,410,350,329,242,479,438,467,567,548,238,227,102,290,430,363,311,223,501,274,296,266,403
0,1,432,450,432,310,365,397,460,485,259,494,350,395,290,463,350,397,540,483,541,340,344,412
1,0,495,350,185,273,440,353,584,233,494,553,302,571,511,359,437,314,511,340,443,251,550,321
0,0,364,350,604,295,448,401,304,224,381,438,426,154,312,242,461,201,281,286,262,439,363,482
1,0,384,350,418,268,354,398,425,305,199,274,383,288,302,288,354,497,388,488,273,298,434,260
1,0,272,350,427,326,245,366,284,492,333,546,412,511,303,320,385,152,268,376,309,349,329,141
1,1,404,450,321,434,228,465,527,492,521,543,464,543,355,554,457,504,333,552,513,421,431,465
0,0,422,350,121,453,403,291,428,404,382,403,354,327,294,349,557,212,303,284,480,304,467,279
1,0,474,350,306,416,377,231,508,298,595,370,246,418,572,417,590,359,587,423,510,393,452,258
0,0,369,350,481,195,483,511,558,487,519,348,474,201,363,328,325,368,471,248,231,336,471,384
