Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
7,1,370,450,499,480,269,471,499,468,329,462,440,617,469,540,522,597,397,306,326,328,366,450
7,0,404,348,481,291,462,198,342,492,263,462,462,254,393,353,418,475,335,273,367,278,279,390
7,0,394,345,522,420,463,210,175,435,343,185,369,420,321,495,300,379,412,380,380,235,355,428
7,0,417,311,414,368,462,302,343,246,372,439,475,109,551,276,595,336,396,246,355,457,538,344
6,1,394,455,392,450,437,501,519,498,305,586,237,323,280,566,374,291,388,517,508,532,418,503
6,1,414,475,521,523,260,529,458,225,311,454,430,256,275,418,446,496,234,474,340,498,386,697
6,1,385,481,367,503,465,433,412,728,464,497,493,444,323,419,512,524,325,261,426,590,418,645
6,1,392,459,231,232,387,298,179,270,320,276,258,468,439,419,386,478,444,480,361,523,279,485
6,0,437,350,248,361,193,392,371,407,505,439,358,419,468,431,572,272,550,298,445,544,440,241
7,1,445,450,499,275,543,359,512,445,547,531,401,370,389,319,312,498,467,447,323,513,362,472
7,0,417,312,411,249,468,505,495,438,355,378,301,227,373,374,409,420,574,323,423,395,268,220
7,1,398,450,416,446,394,300,511,329,321,418,377,477,420,336,432,411,415,372,436,356,287,247
7,1,401,450,408,608,454,352,337,519,467,390,442,455,301,297,302,661,368,321,452,573,336,469
7,1,394,450,588,666,508,513,352,348,389,418,570,579,455,572,231,437,623,410,463,595,411,662
7,0,418,306,387,253,454,519,386,238,372,423,291,284,617,399,550,236,325,278,429,436,393,273
6,0,367,350,214,336,393,300,239,368,260,424,416,327,374,334,508,367,338,179,454,264,241,561
6,1,403,451,419,372,361,443,367,431,425,515,523,321,485,452,335,351,549,444,548,249,535,499
7,1,372,450,293,423,219,482,321,576,504,340,490,280,431,371,447,659,501,418,88,315,278,324
6,0,414,350,419,60,428,459,370,113,398,379,413,196,404,577,474,239,463,284,242,255,305,229
6,1,393,458,196,471,298,307,243,455,347,337,385,614,438,547,267,427,483,382,390,506,276,522
6,1,411,467,338,526,399,438,483,370,526,177,465,528,606,373,529,529,489,484,347,283,360,415
6,1,396,453,342,723,495,376,479,480,390,438,554,434,371,489,390,460,458,511,378,540,608,589
6,0,412,350,650,316,336,333,373,337,130,247,516,246,301,277,286,431,373,343,374,347,604,290
7,0,384,315,429,210,374,232,336,500,311,447,490,366,554,318,338,347,420,418,378,251,432,397
6,1,402,451,309,486,428,680,534,766,546,437,435,413,563,551,384,352,472,433,335,584,296,318
6,0,432,350,603,303,323,315,382,374,542,505,637,420,621,226,362,375,486,429,473,328,550,245
6,1,389,465,561,374,270,422,304,669,312,382,453,441,330,491,397,492,348,447,552,431,489,406
7,0,410,337,446,443,485,348,330,269,295,216,350,289,374,390,408,259,279,454,451,469,234,181
6,1,398,451,446,399,367,609,284,538,343,523,547,526,431,355,414,428,366,435,288,601,420,461
6,1,403,451,326,577,571,602,517,475,493,651,261,426,537,246,284,424,478,550,318,315,439,310
6,0,429,350,586,262,573,411,508,475,424,544,303,333,411,391,260,382,367,374,480,365,351,402
7,1,382,450,144,378,601,315,472,452,441,450,361,432,422,549,418,487,402,492,508,560,280,405
7,1,406,450,456,348,412,433,434,464,421,409,334,639,390,272,345,359,473,326,487,438,494,254
6,1,408,460,323,461,620,677,344,302,375,434,365,592,351,378,215,497,480,448,363,533,353,382
6,0,418,350,415,310,417,331,317,264,431,363,352,262,516,403,612,480,469,185,363,212,425,402
6,1,410,464,421,359,472,470,442,501,350,448,589,496,438,496,399,526,588,460,528,400,345,396
6,0,355,350,313,297,491,466,327,399,381,305,419,372,342,309,71,284,413,369,515,204,494,185
6,0,354,350,340,279,299,320,315,399,485,469,371,245,373,357,408,303,308,157,353,328,323,339
6,1,382,494,420,545,422,481,339,678,374,467,459,484,603,481,497,462,260,440,379,562,421,443
6,0,391,350,323,349,256,487,469,414,221,248,550,421,197,165,436,231,355,394,380,397,290,131
6,1,383,490,461,578,291,786,508,514,367,411,506,536,414,626,374,381,338,420,559,456,423,510
6,0,423,350,394,281,487,563,206,285,483,344,459,443,203,351,324,406,606,314,311,291,381,266
6,0,432,350,385,245,570,368,337,293,530,349,228,547,420,415,387,323,503,209,475,266,539,385
6,0,429,350,483,317,421,383,603,390,439,496,459,305,519,390,184,327,410,461,391,269,439,406
7,1,381,450,527,566,221,627,310,534,246,580,459,459,408,490,153,536,595,370,505,360,344,276
6,1,392,459,306,455,300,516,498,437,487,525,384,362,495,482,436,482,349,342,548,518,432,378
6,0,443,350,711,394,370,315,416,414,304,446,625,245,344,57,387,166,489,135,392,337,261,308
