Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
6,0,386,350,368,350,362,388,327,361,293,311,519,372,102,134,483,405,251,244,445,414,339,451
7,0,404,348,398,424,414,297,483,433,463,231,420,365,439,449,476,378,416,455,210,274,405,379
7,1,379,450,479,499,356,346,403,685,307,410,348,421,516,630,200,491,432,343,509,327,334,490
6,0,434,350,464,367,462,293,367,231,306,406,623,157,266,552,372,565,319,367,388,180,536,423
6,1,386,476,339,377,262,447,367,628,480,583,364,438,320,655,474,608,430,444,419,545,384,325
6,0,435,350,391,306,305,216,616,517,298,237,554,382,521,474,428,189,552,392,467,325,350,252
7,1,442,450,550,442,554,405,506,733,444,508,396,494,401,433,525,526,298,461,311,471,411,504
7,0,394,345,259,328,366,288,285,322,524,473,379,279,387,356,381,427,396,492,410,431,359,178
6,1,400,450,212,443,352,578,252,490,315,454,244,594,369,481,518,306,547,260,320,509,345,362
6,1,389,466,527,424,227,424,421,457,400,415,346,497,163,409,537,655,409,500,407,509,305,252
7,1,390,450,327,400,300,640,244,557,328,542,357,316,600,488,452,294,247,508,611,306,451,535
6,0,429,350,574,189,424,445,509,300,617,343,443,289,307,581,407,407,432,248,570,429,195,406
7,0,401,350,507,301,530,222,347,234,425,213,447,335,351,321,346,309,470,342,437,372,194,191
7,1,414,450,310,554,379,344,526,503,373,510,230,414,151,405,428,311,322,560,613,472,429,335
6,1,412,469,382,503,503,605,373,589,419,512,396,476,235,407,433,278,334,443,340,513,430,546
6,0,370,350,425,298,484,349,661,300,251,325,405,290,488,525,471,310,427,346,208,288,402,298
7,1,429,450,551,577,496,370,476,375,456,519,548,394,522,293,484,545,404,478,347,341,491,447
6,0,400,350,566,341,401,389,333,337,359,321,441,206,440,331,499,465,312,325,244,469,532,283
6,0,361,350,365,251,423,522,294,477,437,276,236,573,444,320,283,378,385,304,299,575,327,303
6,0,438,350,493,322,529,531,576,352,422,332,529,166,449,490,605,432,519,251,361,264,453,361
7,1,361,450,413,411,368,572,399,321,380,360,428,646,384,532,477,519,345,370,397,534,265,451
7,1,444,450,416,519,423,551,361,554,516,384,491,540,271,491,420,426,448,555,464,582,522,415
6,0,388,350,300,173,240,317,497,169,429,219,359,299,402,298,544,278,248,261,401,502,356,387
6,0,407,350,577,400,509,398,355,315,204,257,452,269,496,469,355,261,675,419,561,430,510,205
6,1,393,457,451,490,359,439,362,453,251,347,266,765,257,479,352,301,401,335,285,510,584,612
6,0,401,350,536,495,505,383,467,464,495,602,415,459,503,401,601,321,494,408,584,622,367,651
7,1,448,450,431,397,509,502,517,464,159,632,491,630,227,330,333,489,558,522,495,440,451,588
7,0,416,316,337,276,414,115,420,523,520,288,502,277,368,239,395,185,469,288,324,310,437,231
7,1,371,450,257,435,440,497,328,364,439,462,322,477,489,427,349,479,338,491,320,605,439,447
7,0,384,314,132,208,464,529,392,136,245,315,315,356,413,394,499,419,460,271,545,114,337,263
6,1,398,450,431,425,429,495,501,262,469,609,286,409,520,471,454,508,373,553,297,318,435,419
6,0,447,350,302,365,356,228,350,372,360,318,484,492,400,339,460,252,389,326,506,329,403,400
6,0,384,350,387,319,265,220,381,564,385,386,308,355,278,344,444,375,471,392,469,444,353,439
7,1,406,450,560,332,414,369,461,483,441,414,552,439,376,675,511,461,403,479,295,525,485,384
6,1,396,452,343,351,265,703,488,441,409,514,568,639,324,291,482,372,276,433,401,452,485,503
6,0,416,350,401,495,395,373,446,404,324,454,330,221,372,383,279,360,326,441,499,296,528,230
7,1,366,450,385,303,371,471,361,442,362,580,295,415,238,359,484,621,473,307,284,586,224,435
7,0,398,349,357,342,528,405,469,341,382,314,314,440,505,317,384,520,420,243,473,305,455,348
6,0,432,350,577,279,358,374,492,316,531,362,386,256,389,280,559,275,580,353,437,407,301,416
6,0,436,350,480,404,365,449,428,199,453,360,477,415,356,187,274,428,330,454,560,386,426,298
6,1,409,461,367,544,439,488,431,590,489,559,523,608,260,434,350,364,529,494,364,395,449,428
7,0,413,327,421,371,435,196,426,494,594,462,497,176,355,346,377,414,287,262,173,624,447,248
6,1,408,460,384,544,365,483,584,434,457,383,417,231,428,472,365,541,204,426,392,310,390,541
6,1,392,459,573,572,171,441,492,164,320,448,293,180,364,525,429,526,364,465,327,434,391,474
7,1,403,450,383,424,439,629,337,387,428,575,304,312,538,470,437,557,392,369,441,255,310,432
7,0,408,341,437,376,307,307,503,256,475,355,387,266,481,450,402,330,362,280,106,244,446,397
6,1,391,460,371,402,413,556,234,328,471,372,289,662,485,585,487,431,395,472,461,464,448,504
6,1,418,495,497,415,415,436,502,539,520,517,268,413,466,503,357,517,316,394,380,351,488,322
7,1,413,450,518,470,396,530,498,383,378,574,415,390,410,339,668,453,420,538,227,497,478,449
6,0,402,350,453,314,546,365,218,267,285,352,628,197,512,255,393,277,311,344,404,316,317,409
7,0,410,335,189,330,482,495,359,161,582,314,466,422,422,330,232,620,447,278,519,254,419,252
6,1,417,490,484,232,534,500,490,534,260,393,509,650,396,236,480,422,388,724,500,522,244,474
7,1,407,450,449,329,305,434,589,473,316,389,486,414,184,520,344,401,418,485,305,559,504,476
6,0,387,350,371,310,444,423,445,431,419,371,510,440,368,436,477,333,263,513,490,399,235,572
7,1,421,450,304,366,494,359,462,594,347,507,320,372,493,666,495,266,381,492,353,517,445,403
6,1,397,451,464,690,502,386,355,423,532,432,413,542,303,414,440,380,285,422,362,425,385,671
6,1,396,452,248,523,294,503,341,537,422,353,544,331,309,422,314,683,288,517,442,442,455,497
6,1,410,465,383,417,455,499,427,665,365,387,408,262,315,457,268,435,427,567,429,711,530,395
7,0,398,349,444,143,345,332,473,372,381,286,268,243,473,42,490,377,288,519,314,501,297,419
7,0,396,348,286,493,493,363,358,276,305,332,385,222,475,321,385,421,464,352,361,560,333,394
7,0,397,348,227,309,480,354,301,370,253,295,402,179,637,548,342,435,324,441,437,444,388,311
7,0,407,343,387,370,407,266,300,300,400,354,495,349,429,286,288,426,250,372,281,284,500,511
6,1,403,451,393,503,408,455,473,450,678,500,422,675,459,474,510,439,447,683,363,429,571,330
6,0,421,350,434,344,405,451,309,456,347,304,454,266,425,365,453,470,358,351,581,224,581,169
6,0,422,350,616,412,389,357,547,331,718,377,650,431,511,391,264,362,454,439,361,438,523,299
7,1,409,450,590,457,549,439,482,582,203,492,393,419,251,558,443,545,589,488,197,417,354,331
7,0,411,333,498,406,482,326,324,384,409,424,470,429,436,342,606,420,242,370,353,268,348,299
6,1,411,466,456,629,438,396,591,353,357,709,429,494,333,473,618,610,450,375,245,310,564,541
7,1,438,450,379,439,664,558,431,495,335,366,428,257,369,492,551,321,560,466,186,248,526,424
7,1,358,450,244,388,295,489,356,529,405,526,331,514,455,443,529,332,330,432,432,402,403,501
7,1,424,450,507,516,444,321,255,356,212,322,343,505,454,456,362,416,418,451,597,493,373,520
6,0,444,350,283,524,474,272,441,277,351,317,318,351,528,506,427,465,327,261,423,319,553,487
7,1,380,450,378,360,502,402,469,483,433,312,356,481,383,625,482,368,424,393,515,484,203,487
6,0,352,350,390,525,331,471,409,318,410,363,253,360,236,358,469,199,410,277,115,411,222,355
7,1,374,450,234,284,474,561,487,413,359,494,293,432,431,466,402,406,453,576,403,460,267,715
6,1,407,456,367,684,375,454,327,553,339,328,352,207,488,561,411,377,365,556,411,667,279,416
7,1,373,450,298,635,262,442,167,533,351,347,419,382,387,424,526,377,265,379,370,487,468,409
7,0,386,324,446,265,392,314,447,332,275,29,351,223,309,267,212,207,533,145,507,421,320,413
6,1,401,450,433,287,462,444,455,385,320,510,443,520,576,416,317,710,537,416,454,403,444,618
7,0,403,349,455,350,445,471,307,340,300,423,430,465,516,267,408,456,417,257,347,294,433,385
6,1,390,464,299,315,528,525,270,442,372,522,180,354,584,372,203,592,415,462,504,326,374,385
7,0,402,350,400,387,326,242,440,327,407,318,373,333,387,293,440,441,403,255,532,296,213,406
7,0,415,319,333,371,341,421,575,266,336,433,385,404,418,318,485,321,248,344,410,485,650,597
7,1,427,450,510,466,339,501,466,458,524,453,322,505,370,476,379,455,441,518,448,357,579,426
7,1,392,450,349,632,218,563,269,460,376,185,413,484,361,611,397,437,478,438,366,225,466,415
6,1,385,479,293,379,148,557,435,493,375,511,426,460,327,453,550,418,560,654,204,554,449,722
7,1,372,450,382,461,282,425,495,376,309,385,419,640,584,379,393,487,228,477,500,409,429,471
7,0,388,331,285,353,292,408,79,393,429,461,472,382,499,232,340,400,389,271,536,251,457,428
7,0,409,340,419,336,421,371,331,416,389,275,344,190,408,374,280,254,424,371,334,409,520,355
7,0,397,349,495,487,409,262,253,297,558,389,401,310,382,337,507,298,383,449,250,425,347,320
7,0,405,346,338,509,474,343,355,259,327,211,343,369,425,479,435,403,283,436,498,158,316,258
6,1,394,456,400,493,357,510,295,362,324,492,250,405,537,379,427,489,336,212,462,627,444,241
7,1,429,450,382,448,425,424,501,462,243,491,318,420,341,492,320,538,392,330,434,528,246,697
6,0,358,350,386,162,263,220,443,472,251,437,273,484,229,224,425,439,336,236,298,276,352,262
7,1,415,450,554,668,487,534,474,658,434,438,360,463,384,464,433,445,405,417,249,287,454,473
7,0,387,326,433,356,354,405,439,164,474,242,280,391,468,304,371,146,360,249,386,169,160,481
7,1,449,450,671,339,318,536,462,563,299,480,416,467,439,279,624,325,564,515,613,398,485,648
7,1,421,450,323,354,322,547,311,611,501,538,358,408,430,402,346,373,389,408,666,488,312,354
6,1,390,464,536,423,597,444,511,331,307,358,262,646,367,487,362,328,290,521,387,614,242,447
6,0,387,350,434,336,444,393,503,441,237,304,426,299,381,393,396,356,546,373,278,293,270,61
6,0,370,350,352,417,415,320,315,415,233,519,346,489,403,287,357,260,297,377,419,422,341,180
6,1,388,472,388,510,337,595,302,444,396,515,362,336,512,590,310,314,300,403,511,378,274,642
6,1,418,495,316,391,326,480,480,668,512,432,167,431,483,505,354,554,294,268,432,444,330,595
6,0,385,350,417,339,294,339,557,400,414,400,499,438,202,274,347,226,330,349,429,389,231,198
6,0,405,350,599,298,521,327,682,395,494,134,415,489,416,396,540,216,417,437,448,234,571,275
6,0,434,350,399,348,376,189,384,358,322,279,378,286,313,315,346,411,388,347,536,311,367,204
6,0,354,350,278,346,369,285,301,308,339,364,249,225,116,373,400,364,449,414,333,334,374,291
7,1,435,450,538,373,733,461,460,528,441,408,422,588,432,524,319,382,400,348,562,394,418,552
7,1,358,450,477,453,282,373,220,361,464,584,339,370,265,366,296,426,468,443,215,416,146,531
7,0,389,334,409,336,349,347,399,392,547,492,307,279,304,347,448,348,275,282,433,334,355,493
6,1,411,466,299,546,364,437,430,553,600,506,371,351,421,464,502,745,350,536,297,538,406,376
6,0,437,350,481,371,364,371,359,321,340,516,400,240,449,342,410,497,394,635,438,283,356,348
7,0,410,336,480,296,479,140,288,300,461,235,292,238,389,269,268,275,322,270,553,460,461,370
6,0,362,350,252,338,256,283,399,457,368,324,140,285,330,201,307,379,300,383,365,357,478,227
7,0,417,312,329,290,317,189,456,342,404,383,387,612,611,462,376,257,390,226,473,351,305,382
7,1,433,450,394,439,451,319,382,484,417,442,547,410,466,512,548,338,316,466,489,461,475,611
6,1,412,469,401,396,296,531,419,387,421,535,498,586,414,584,32,329,377,391,329,502,439,540
7,0,415,320,316,171,395,352,459,179,467,264,408,326,436,410,336,201,516,364,201,469,346,382
7,0,391,338,334,319,412,394,383,432,275,198,377,195,459,218,264,284,170,371,238,285,485,388
7,1,404,450,284,375,430,292,392,489,398,382,415,462,569,465,480,511,415,523,291,312,285,290
6,0,354,350,263,439,140,356,332,308,326,389,360,415,466,237,384,465,437,448,311,499,314,469
7,0,398,349,171,310,528,419,485,453,417,524,457,406,339,407,376,438,565,292,213,212,460,428
6,0,440,350,396,389,482,461,461,258,536,314,551,498,578,375,335,283,447,431,452,196,569,364
7,0,383,308,251,306,230,162,446,263,452,208,415,274,465,400,354,252,438,361,359,456,395,402
6,1,407,457,440,438,512,174,425,380,346,489,328,547,297,457,504,323,321,205,504,390,375,374
6,0,405,350,401,440,434,352,397,309,486,321,377,413,471,262,438,310,566,465,510,418,137,249
6,1,403,451,557,658,401,492,285,390,461,596,387,790,578,376,410,489,363,582,587,276,463,616
7,1,410,450,393,226,472,574,395,513,412,482,336,373,589,341,504,270,606,614,612,465,444,385
7,1,437,450,612,410,562,512,531,460,382,497,473,435,331,509,369,540,515,375,440,587,549,279
7,1,386,450,545,556,487,459,375,305,256,629,363,312,501,507,415,458,488,566,336,523,417,647
6,0,377,350,272,383,293,440,567,271,339,276,215,319,473,301,243,417,365,195,314,299,351,313
7,1,387,450,294,493,211,445,306,324,251,450,372,325,298,449,627,510,492,286,301,505,495,485
7,0,415,320,393,265,407,265,281,155,362,221,462,256,296,424,446,223,298,234,421,323,495,414
7,0,398,349,398,462,494,406,395,339,517,508,493,111,535,417,565,251,392,423,555,349,385,345
7,0,407,343,311,479,305,371,248,382,514,237,319,250,286,34,423,234,353,185,447,555,449,300
7,1,445,450,397,552,423,542,438,528,551,456,315,519,520,498,238,562,464,325,298,332,540,541
6,0,373,350,339,492,375,259,405,417,187,255,360,425,448,244,311,279,553,276,508,252,279,384
6,0,391,350,405,430,387,376,567,261,169,161,375,345,409,271,322,529,373,393,232,418,433,329
6,1,413,475,464,396,464,439,191,420,623,479,475,401,475,395,541,437,330,484,384,337,424,354
7,0,396,348,497,340,356,416,322,156,447,310,604,276,406,212,337,385,401,133,316,423,560,305
7,1,417,450,362,487,438,458,491,319,526,218,270,519,504,618,324,458,598,262,431,371,592,417
6,1,414,476,257,607,289,506,600,469,435,577,322,496,199,367,452,240,409,407,415,395,343,426
7,1,419,450,394,567,373,531,435,371,452,293,443,342,438,397,607,521,349,603,455,514,529,537
7,1,404,450,422,485,514,350,561,416,413,452,391,566,388,279,472,551,318,532,490,344,462,484
7,0,416,312,307,277,462,292,363,254,404,346,418,426,398,43,485,337,518,448,255,441,407,283
6,1,407,458,459,556,243,577,291,384,393,392,264,300,297,450,367,470,396,301,335,428,337,708
7,1,424,450,289,468,410,385,480,365,394,564,388,520,324,494,301,420,393,447,394,443,388,608
6,0,431,350,419,463,391,233,570,358,309,289,428,347,362,481,606,322,321,280,399,167,430,421
7,0,417,309,506,251,377,250,306,279,494,243,484,191,408,263,373,272,376,328,539,353,365,241
6,1,409,461,408,412,225,568,276,396,303,534,375,533,397,648,341,505,386,479,446,491,405,496
7,0,390,336,309,308,255,317,241,462,413,469,463,181,493,306,284,387,462,253,352,417,369,486
7,1,351,450,322,258,352,641,429,498,357,534,375,430,275,527,299,381,486,552,520,346,251,543
6,1,415,480,389,603,430,510,272,531,432,428,276,427,563,430,303,454,335,453,383,447,504,576
6,1,399,450,386,443,216,482,465,446,405,492,461,403,319,458,336,349,329,466,302,443,445,556
7,0,412,331,392,444,323,287,503,305,442,369,564,358,281,356,360,559,338,316,382,296,508,313
7,0,413,327,422,391,264,202,395,501,296,409,421,372,537,168,688,466,463,360,407,378,428,238
6,1,405,453,443,524,313,356,503,460,315,433,484,339,413,256,336,639,480,435,376,488,561,292
7,0,409,339,431,247,208,189,451,313,390,300,283,286,583,330,406,283,315,473,439,365,242,255
7,1,430,450,386,644,576,509,407,479,568,574,477,339,365,325,481,382,647,371,368,593,516,398
6,1,390,465,297,318,498,425,217,453,457,376,429,401,581,395,409,540,361,426,231,527,425,375
6,1,385,479,308,477,386,506,346,455,417,598,245,234,445,478,557,408,332,593,470,361,274,541
6,0,416,350,348,400,335,366,358,401,277,347,244,241,304,352,428,271,386,127,303,491,425,339
6,0,405,350,378,438,257,190,404,383,442,530,375,385,369,267,301,459,444,415,313,392,469,213
6,1,413,473,323,659,329,589,431,484,423,600,557,384,326,484,418,508,365,446,344,519,514,418
6,1,414,476,318,469,435,277,408,442,376,546,312,407,399,551,304,405,299,366,482,500,282,365
7,1,369,450,322,670,373,565,255,561,358,564,490,223,330,565,315,443,484,354,394,542,379,454
7,0,398,349,324,296,244,271,426,396,369,292,450,210,371,351,448,108,604,632,419,392,225,289
6,1,392,459,550,625,585,561,412,326,278,417,460,464,412,408,478,348,501,513,384,560,214,511
7,0,397,349,293,209,400,569,381,353,218,255,341,491,392,334,375,262,445,544,312,345,393,277
7,1,440,450,519,450,454,630,558,415,512,416,521,360,283,459,477,398,627,681,300,528,285,469
7,1,396,450,485,413,373,494,590,695,474,435,118,429,603,332,362,407,357,352,485,656,438,460
7,0,405,346,417,269,526,431,431,254,457,299,504,281,275,316,499,309,384,474,373,315,274,249
7,1,425,450,128,514,348,422,574,425,415,525,268,551,574,577,354,394,399,544,315,536,279,371
7,1,437,450,350,490,475,466,459,567,424,290,613,638,520,446,426,452,466,509,384,496,528,483
6,0,438,350,374,348,392,306,529,371,354,392,425,482,398,359,439,344,351,396,321,123,255,293
7,0,415,319,565,462,553,259,334,453,613,323,573,166,433,474,379,308,358,254,405,287,284,387
6,1,384,487,372,543,410,297,483,467,432,471,439,689,356,462,425,227,318,489,595,496,236,539
7,1,367,450,272,428,313,581,362,486,473,448,309,438,449,317,353,652,305,525,306,423,261,437
6,0,437,350,552,248,605,317,416,469,422,257,439,402,272,362,341,324,471,395,441,110,581,435
7,0,413,327,444,358,510,279,366,328,343,272,329,356,475,171,454,315,489,297,313,369,653,111
7,1,421,450,439,505,333,470,330,619,509,427,554,517,341,401,378,477,515,466,375,290,599,341
7,0,399,350,515,96,231,393,253,292,379,287,510,244,210,245,519,509,180,373,551,487,366,319
6,0,407,350,465,260,351,429,502,388,507,93,480,345,348,317,402,353,491,352,434,537,629,126
7,0,413,327,271,308,347,436,402,212,432,412,514,277,341,166,353,265,429,548,672,311,558,191
7,1,418,450,319,504,358,488,459,269,468,471,590,301,409,419,332,456,456,725,373,518,282,355
6,1,416,484,320,468,452,505,489,474,541,615,290,422,540,570,464,406,482,423,400,380,432,388
