Configuration,TrueModelUpDown,TrueLocationP,TrueLocationQ,P0,Q0,P1,Q1,P2,Q2,P3,Q3,P4,Q4,P5,Q5,P6,Q6,P7,Q7,P8,Q8,P9,Q9
4,1,400,450,243,535,421,444,332,315,592,476,235,297,253,256,541,513,494,501,379,427,487,356
5,1,437,450,366,482,596,289,559,348,480,388,446,669,413,335,325,527,539,547,284,321,576,544
4,0,400,350,261,456,436,265,320,430,516,314,208,472,398,435,402,265,433,446,247,393,502,396
5,1,417,450,431,568,559,652,529,370,315,519,463,459,325,437,438,363,398,574,382,439,460,509
5,0,400,350,397,304,534,311,316,348,439,312,523,496,439,400,479,288,370,344,431,516,361,352
5,0,400,350,290,358,526,400,511,402,424,401,469,309,368,313,476,658,399,355,587,414,463,170
4,1,400,450,455,425,419,494,596,682,426,459,509,405,315,217,564,380,419,511,590,446,365,507
5,0,400,350,537,235,356,558,283,328,565,480,341,318,217,391,320,319,397,350,288,374,286,330
5,0,400,350,210,534,459,145,587,325,388,311,367,217,608,261,415,215,273,412,517,395,308,358
4,0,377,350,509,160,363,476,290,334,252,204,345,294,194,307,302,286,386,218,257,225,531,401
4,1,400,450,457,488,427,504,343,379,410,477,271,566,469,318,517,409,583,421,411,381,534,427
5,0,400,350,502,332,412,347,391,425,310,291,447,317,308,229,414,448,325,357,456,293,435,356
5,1,393,450,418,665,274,390,426,223,340,297,445,547,310,450,413,465,390,420,308,323,395,560
5,1,394,450,419,606,573,508,398,394,299,365,456,353,470,351,377,528,292,469,404,589,356,442
4,0,410,350,347,375,469,327,593,320,470,246,732,488,248,174,253,517,341,172,413,279,468,555
4,1,400,450,497,616,333,371,509,498,411,519,574,196,322,522,403,581,442,459,288,396,398,464
5,1,428,450,400,523,399,445,759,591,565,419,503,491,479,525,351,592,518,324,473,577,430,487
5,1,444,450,452,295,552,448,243,447,286,499,454,344,424,522,499,546,425,312,520,459,536,403
5,0,400,350,380,401,282,482,558,252,292,155,401,385,341,388,500,372,380,233,332,271,360,334
5,0,400,350,481,317,277,438,409,632,372,576,371,428,389,241,380,374,476,296,480,303,303,326
4,1,400,450,426,210,532,301,381,511,241,459,475,506,525,428,292,339,425,265,346,535,471,724
5,0,400,350,202,385,549,415,432,493,357,440,421,409,517,447,257,383,410,321,371,184,507,267
4,1,400,450,347,562,277,442,461,328,106,430,441,428,410,266,514,529,384,430,409,453,224,473
5,0,400,350,284,508,399,532,217,458,319,338,331,76,448,353,262,296,458,373,190,399,309,393
5,1,402,450,272,408,403,625,376,606,448,490,527,544,344,640,652,450,424,514,363,384,225,353
5,0,400,350,364,295,355,475,336,508,338,340,221,358,317,470,294,399,457,246,144,209,392,386
5,1,412,450,487,311,575,452,487,436,462,300,209,345,531,377,425,394,386,390,336,393,407,377
4,0,369,350,196,432,253,231,478,318,519,289,197,485,532,266,306,265,379,421,452,415,470,309
4,1,400,450,549,600,532,485,641,388,317,407,430,439,515,466,580,479,409,417,509,515,479,323
5,1,442,450,536,356,404,340,465,243,481,376,522,315,404,228,295,365,388,313,449,448,586,476
4,0,387,350,569,374,303,470,359,215,374,444,400,256,382,347,451,271,410,471,212,499,533,400
4,1,400,450,288,563,377,503,293,451,631,523,494,402,326,335,435,441,354,317,417,232,522,361
5,1,424,450,354,485,413,458,522,532,449,458,483,403,456,519,382,390,514,499,401,426,399,541
